"Latitude (decimal degrees):	30.061",,,,,,,,
"Longitude (decimal degrees):	76.760",,,,,,,,
"Elevation (m):	256",,,,,,,,
"Radiation database:	PVGIS-ERA5",,,,,,,,
,,,,,,,,
,,,,,,,,
Slope: 29 deg. ,,,,,,,,
Azimuth: 0 deg. ,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	5.0",,,,,,,,
"System losses (%):	14.0",,,,,,,,
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150118:2130,0,0,0,0,0,6.9,1.59,0
20150118:2230,0,0,0,0,0,6.8,1.38,0
20150118:2330,0,0,0,0,0,6.89,1.24,0
20150119:0030,0,0,0,0,0,6.66,1.17,0
20150119:0130,0,0,0,0,-4.6,6.03,1.38,0
20150119:0230,802.75,156.63,52.57,1.15,7.2,5.56,1.59,0
20150119:0330,1984.05,380.56,93.82,3.52,18.08,8.17,0.83,0
20150119:0430,2864.55,591.19,112.23,5.75,27.53,12.39,0.9,0
20150119:0530,3434.3,742.87,123.4,7.39,34.81,15.09,1.24,0
20150119:0630,3721.2,815.18,132,8.24,38.96,16.86,1.86,0
20150119:0730,3734.95,823.48,129.09,8.29,39.19,16.89,1.79,0
20150119:0830,3448.65,748.17,124.18,7.47,35.46,17.85,1.93,0
20150119:0930,2862.2,600.35,113.93,5.88,28.48,18.37,1.86,0
20150119:1030,1965.25,390.29,97.17,3.69,19.23,18.47,1.93,0
20150119:1130,825.7,166.78,56.55,1.33,8.48,18.13,1.86,0
20150119:1230,0,0,0,0,-3.23,16.94,1.86,0
20150119:1330,0,0,0,0,0,15.05,2,0
20150119:1430,0,0,0,0,0,13.45,2,0
20150119:1530,0,0,0,0,0,12.02,1.79,0
20150119:1630,0,0,0,0,0,10.55,1.45,0
20150119:1730,0,0,0,0,0,10.21,1.17,0
20150119:1830,0,0,0,0,0,10.92,0.62,0
20150119:1930,0,0,0,0,0,10.09,0.55,0
20150119:2030,0,0,0,0,0,9.77,0.48,0
20150119:2130,0,0,0,0,0,8.07,1.24,0
20150119:2230,0,0,0,0,0,6.89,1.79,0
20150119:2330,0,0,0,0,0,6.64,1.79,0
20150120:0030,0,0,0,0,0,6.37,1.59,0
20150120:0130,0,0,0,0,-4.55,6.14,1.17,0
20150120:0230,315.8,40.47,50.64,0.77,7.26,6.18,0.83,0
20150120:0330,1043.2,122.46,130.69,2.38,18.17,7.94,0.62,0
20150120:0430,1893.25,236.68,217.22,4.35,27.66,10.36,0.69,0
20150120:0530,3037.35,539.64,213.48,6.72,34.98,13.22,0.97,0
20150120:0630,2875.15,450.29,263.39,6.73,39.16,15.91,1.52,0
20150120:0730,3369.85,651.26,181.48,7.44,39.41,15.81,2.62,0
20150120:0830,2962.65,553.01,174.73,6.46,35.68,16.97,2.69,0
20150120:0930,2597.4,488.59,148.18,5.41,28.7,17.42,2.48,0
20150120:1030,1730.75,317.05,108.67,3.35,19.43,17.64,2.41,0
20150120:1130,781.55,150.14,60.37,1.31,8.66,17.41,2.83,0
20150120:1230,0,0,0,0,-3.06,16,2.69,0
20150120:1330,0,0,0,0,0,13.88,2.97,0
20150120:1430,0,0,0,0,0,12.86,2.97,0
20150120:1530,0,0,0,0,0,12.1,3.03,0
20150120:1630,0,0,0,0,0,11.52,3.03,0
20150120:1730,0,0,0,0,0,11.08,3.03,0
20150120:1830,0,0,0,0,0,10.57,3.03,0
20150120:1930,0,0,0,0,0,10.29,3.03,0
20150120:2030,0,0,0,0,0,10.03,2.97,0
20150120:2130,0,0,0,0,0,9.73,2.9,0
20150120:2230,0,0,0,0,0,9.42,2.97,0
20150120:2330,0,0,0,0,0,9.48,2.97,0
20150121:0030,0,0,0,0,0,9.64,2.69,0
20150121:0130,0,0,0,0,-4.5,9.72,2.48,0
20150121:0230,77.9,8.88,22.62,0.33,7.34,9.92,2.28,0
20150121:0330,171.1,0,54.62,0.73,18.27,10.17,1.66,0
20150121:0430,505.3,48.81,82.9,1.46,27.79,10.72,1.31,0
20150121:0530,1492.75,212.36,142.33,3.49,35.15,11.99,2.14,0
20150121:0630,2117.25,314.65,186.57,4.86,39.36,13.29,3.31,0
20150121:0730,2048.75,264.68,224.15,4.93,39.64,14.48,3.38,0
20150121:0830,2097.05,328.97,168.64,4.69,35.91,15.2,4.48,0
20150121:0930,1488.75,217.98,138.28,3.36,28.91,15.41,4.83,0
20150121:1030,791.1,122.69,76.75,1.79,19.63,15.26,4.07,0
20150121:1130,398,74.5,39.95,0.82,8.85,14.95,4.48,0
20150121:1230,0,0,0,0,-2.89,14.2,4.62,0
20150121:1330,0,0,0,0,0,13.22,4.34,0
20150121:1430,0,0,0,0,0,12.75,3.45,0
20150121:1530,0,0,0,0,0,12.34,2.83,0
20150121:1630,0,0,0,0,0,11.87,3.03,0
20150121:1730,0,0,0,0,0,11.71,3.1,0
20150121:1830,0,0,0,0,0,11.7,3.03,0
20150121:1930,0,0,0,0,0,12.3,2.69,0
20150121:2030,0,0,0,0,0,12.18,2.69,0
20150121:2130,0,0,0,0,0,12.18,2.48,0
20150121:2230,0,0,0,0,0,12.24,2.34,0
20150121:2330,0,0,0,0,0,12.07,2.41,0
20150122:0030,0,0,0,0,0,12.01,2.14,0
20150122:0130,0,0,0,0,-4.44,11.97,1.86,0
20150122:0230,323.75,57.73,38.48,0.69,7.41,11.63,2.07,0
20150122:0330,1047,150.84,106.02,2.27,18.37,12.24,2.21,0
20150122:0430,2281,383.45,164.56,4.8,27.93,13.93,2.34,0
20150122:0530,2659.4,452.11,190.2,5.85,35.32,15.62,3.1,0
20150122:0630,2110.75,301.1,205.89,4.99,39.57,16.39,3.59,0
20150122:0730,2428.85,374.72,210.32,5.61,39.87,15.79,3.1,0
20150122:0830,2461.8,399.99,195.09,5.54,36.14,16.08,2.9,0
20150122:0930,1558.15,216.76,159.87,3.61,29.14,16.78,3.72,0
20150122:1030,1271.6,198.95,113.29,2.69,19.83,16.57,3.52,0
20150122:1130,473.65,81.18,52.14,0.99,9.04,16.34,3.17,0
20150122:1230,0,0,0,0,-2.71,15.4,2.34,0
20150122:1330,0,0,0,0,0,14.09,1.93,0
20150122:1430,0,0,0,0,0,13.22,1.93,0
20150122:1530,0,0,0,0,0,12.65,1.79,0
20150122:1630,0,0,0,0,0,12.4,1.59,0
20150122:1730,0,0,0,0,0,12.17,1.72,0
20150122:1830,0,0,0,0,0,11.92,1.79,0
20150122:1930,0,0,0,0,0,11.2,2.14,0
20150122:2030,0,0,0,0,0,10.81,2.34,0
20150122:2130,0,0,0,0,0,10.72,2.34,0
20150122:2230,0,0,0,0,0,10.63,2.14,0
20150122:2330,0,0,0,0,0,10.3,1.86,0
20150123:0030,0,0,0,0,0,10.1,1.52,0
20150123:0130,0,0,0,0,-4.38,9.52,1.24,0
20150123:0230,588.2,117.51,43.9,0.97,7.5,9.6,0.55,0
20150123:0330,1299.4,222.5,92.74,2.57,18.48,10.22,0.48,0
20150123:0430,2114.85,390.78,121.41,4.42,28.07,12.54,0.48,0
20150123:0530,2190.5,391.41,144.91,4.91,35.5,14.1,0.21,0
20150123:0630,3249.35,671.65,165.41,7.49,39.79,15.19,0.07,0
20150123:0730,3219.45,617.81,201.06,7.43,40.11,16.87,0.97,0
20150123:0830,2585.8,465.98,178.8,5.88,36.38,17.71,1.03,0
20150123:0930,2114.25,380.01,140.11,4.58,29.36,18.07,1.52,0
20150123:1030,1325,237.1,91.39,2.72,20.04,17.98,2.07,0
20150123:1130,446.6,81.5,46.09,0.94,9.23,17.39,2.34,0
20150123:1230,0,0,0,0,-2.54,16.51,2.21,0
20150123:1330,0,0,0,0,0,15.38,2.34,0
20150123:1430,0,0,0,0,0,14.34,2.62,0
20150123:1530,0,0,0,0,0,13.56,2.76,0
20150123:1630,0,0,0,0,0,13.02,2.69,0
20150123:1730,0,0,0,0,0,12.3,2.69,0
20150123:1830,0,0,0,0,0,11.76,2.76,0
20150123:1930,0,0,0,0,0,11.87,2.62,0
20150123:2030,0,0,0,0,0,11.42,2.62,0
20150123:2130,0,0,0,0,0,11.23,2.76,0
20150123:2230,0,0,0,0,0,10.93,2.9,0
20150123:2330,0,0,0,0,0,10.41,2.83,0
20150124:0030,0,0,0,0,0,9.92,2.69,0
20150124:0130,0,0,0,0,-4.31,9.55,2.62,0
20150124:0230,753.5,147.01,53.06,1.18,7.58,9.17,2.62,0
20150124:0330,1912.45,355.85,99.36,3.5,18.6,10.14,2.41,0
20150124:0430,2861,565.5,119.64,5.73,28.22,12.33,2.76,0
20150124:0530,3475,725.09,127.16,7.41,35.69,14.49,2.83,0
20150124:0630,3057.6,518.03,230.96,6.97,40.01,16.24,2.97,0
20150124:0730,2848.95,453.95,240.62,6.59,40.35,16.71,3.24,0
20150124:0830,2409.5,349.45,236.9,5.66,36.62,17.32,3.03,0
20150124:0930,1680.6,221.11,189.02,4,29.59,17.7,2.62,0
20150124:1030,803.8,96.97,108.58,2.03,20.25,17.71,2.48,0
20150124:1130,267.5,30.81,50.95,0.79,9.42,17.25,2.34,0
20150124:1230,0,0,0,0,-2.36,16.52,2.41,0
20150124:1330,0,0,0,0,0,15.41,2.41,0
20150124:1430,0,0,0,0,0,14.59,2.34,0
20150124:1530,0,0,0,0,0,14,2.28,0
20150124:1630,0,0,0,0,0,13.46,2.28,0
20150124:1730,0,0,0,0,0,12.75,2.34,0
20150124:1830,0,0,0,0,0,12.38,2.34,0
20150124:1930,0,0,0,0,0,12,2.69,0
20150124:2030,0,0,0,0,0,11.61,2.83,0
20150124:2130,0,0,0,0,0,11.13,2.83,0
20150124:2230,0,0,0,0,0,10.94,2.76,0
20150124:2330,0,0,0,0,0,10.73,2.69,0
20150125:0030,0,0,0,0,0,10.63,2.62,0
20150125:0130,0,0,0,0,-4.24,10.27,2.62,0
20150125:0230,584.45,105.4,53.64,1.04,7.68,9.85,2.55,0
20150125:0330,1791.35,332.31,96.03,3.34,18.72,10.86,2.21,0
20150125:0430,2662.3,526.81,111.84,5.38,28.38,12.96,2.41,0
20150125:0530,3295.2,685.23,124.36,7.08,35.89,14.74,2.34,0
20150125:0630,2229.25,294.9,245.79,5.44,40.24,16.17,2.48,0
20150125:0730,1698.55,199.98,211.07,4.32,40.6,16.34,2.69,0
20150125:0830,1401.55,113.12,230.33,3.88,36.87,16.62,2.34,0
20150125:0930,806.05,42.45,162.82,2.47,29.82,16.73,2.28,0
20150125:1030,591.05,56.65,98.62,1.67,20.46,16.45,2.62,0
20150125:1130,264.25,36.72,44.11,0.74,9.61,15.93,2.41,0
20150125:1230,0,0,0,0,-2.19,15.16,2.21,0
20150125:1330,0,0,0,0,0,14.35,2,0
20150125:1430,0,0,0,0,0,13.8,1.93,0
20150125:1530,0,0,0,0,0,13.4,1.86,0
20150125:1630,0,0,0,0,0,12.79,1.93,0
20150125:1730,0,0,0,0,0,12.38,1.86,0
20150125:1830,0,0,0,0,0,12.04,1.79,0
20150125:1930,0,0,0,0,0,11.51,1.52,0
20150125:2030,0,0,0,0,0,11.13,1.52,0
20150125:2130,0,0,0,0,0,10.51,1.52,0
20150125:2230,0,0,0,0,0,10.21,1.24,0
20150125:2330,0,0,0,0,0,9.96,1.24,0
20150126:0030,0,0,0,0,0,9.68,1.24,0
20150126:0130,0,0,0,0,-4.16,9.3,1.38,0
20150126:0230,431.5,78.5,43.54,0.85,7.78,9.32,1.38,0
20150126:0330,1589.6,288.7,93.66,3.05,18.85,10.21,1.03,0
20150126:0430,2584.95,483.59,144.59,5.4,28.54,13.4,1.45,0
20150126:0530,3199.55,629.25,163.75,7.04,36.09,14.73,1.66,0
20150126:0630,3400.65,711.3,141.34,7.65,40.48,15.4,1.52,0
20150126:0730,3456.75,695.46,162.26,7.74,40.85,15.87,2.48,0
20150126:0830,3116.05,608.58,156.74,6.85,37.12,16.36,2.69,0
20150126:0930,2497.1,478.8,127.1,5.26,30.06,16.5,2.69,0
20150126:1030,1878.7,351.95,105.94,3.69,20.68,16.34,2.62,0
20150126:1130,722.25,141.07,53.15,1.31,9.81,16,2.34,0
20150126:1230,0,0,0,0,-2.01,14.88,1.93,0
20150126:1330,0,0,0,0,0,12.89,2.48,0
20150126:1430,0,0,0,0,0,11.65,2.55,0
20150126:1530,0,0,0,0,0,10.89,2.41,0
20150126:1630,0,0,0,0,0,10.5,2.21,0
20150126:1730,0,0,0,0,0,9.84,2.21,0
20150126:1830,0,0,0,0,0,9.41,2,0
20150126:1930,0,0,0,0,0,9.55,1.93,0
20150126:2030,0,0,0,0,0,9.51,1.72,0
20150126:2130,0,0,0,0,0,9.12,1.79,0
20150126:2230,0,0,0,0,0,8.49,1.86,0
20150126:2330,0,0,0,0,0,8.4,1.66,0
20150127:0030,0,0,0,0,0,8.22,1.72,0
20150127:0130,0,0,0,0,-4.08,8.05,1.79,0
20150127:0230,568.1,112.43,42.27,0.98,7.88,7.55,1.93,0
20150127:0330,1730.8,305.04,107.05,3.3,18.98,8.88,1.52,0
20150127:0430,2724.2,532.39,122.44,5.58,28.71,11.8,1.86,0
20150127:0530,3170.35,628.33,142.72,6.85,36.3,13.79,2.48,0
20150127:0630,3437.2,677.71,168.04,7.66,40.72,14.93,2.69,0
20150127:0730,3463.45,659.02,196.29,7.81,41.11,15.74,2.9,0
20150127:0830,3354.85,674.32,152.95,7.37,37.38,16.27,2.9,0
20150127:0930,2902.35,584.63,123.44,6.06,30.29,16.66,3.1,0
20150127:1030,2074.25,403.2,101.1,4.02,20.89,16.72,3.38,0
20150127:1130,901.35,175.47,61.85,1.57,10,16.3,3.45,0
20150127:1230,0,0,0,0,-1.83,14.88,2.76,0
20150127:1330,0,0,0,0,0,12.79,2.97,0
20150127:1430,0,0,0,0,0,11.58,3.1,0
20150127:1530,0,0,0,0,0,10.88,3.24,0
20150127:1630,0,0,0,0,0,10.25,3.38,0
20150127:1730,0,0,0,0,0,9.75,3.45,0
20150127:1830,0,0,0,0,0,9.22,3.52,0
20150127:1930,0,0,0,0,0,9.24,3.72,0
20150127:2030,0,0,0,0,0,8.79,3.59,0
20150127:2130,0,0,0,0,0,8.35,3.52,0
20150127:2230,0,0,0,0,0,7.97,3.52,0
20150127:2330,0,0,0,0,0,7.64,3.52,0
20150128:0030,0,0,0,0,0,7.32,3.52,0
20150128:0130,0,0,0,0,-3.99,7.03,3.59,0
20150128:0230,737.05,134.36,58.88,1.23,7.99,6.81,3.52,0
20150128:0330,1954.1,350.6,107.41,3.63,19.12,8.01,3.31,0
20150128:0430,2869.25,535.48,139.9,5.8,28.88,10.35,3.66,0
20150128:0530,3514.8,692.96,154.64,7.52,36.51,12.62,3.59,0
20150128:0630,3687.45,715.06,188.85,8.21,40.97,14.54,3.52,0
20150128:0730,3716.3,731.86,184.8,8.32,41.38,15.25,3.38,0
20150128:0830,3543.1,727.32,144.76,7.75,37.64,16.15,3.45,0
20150128:0930,2893.95,571.69,130.45,6.06,30.54,16.57,3.66,0
20150128:1030,2105.3,408.33,102.39,4.09,21.11,16.52,3.59,0
20150128:1130,938.75,181.37,64.55,1.65,10.2,16.06,3.45,0
20150128:1230,0,0,0,0,-1.65,14.6,2.76,0
20150128:1330,0,0,0,0,0,12.52,2.9,0
20150128:1430,0,0,0,0,0,11.13,2.83,0
20150128:1530,0,0,0,0,0,10.24,2.69,0
20150128:1630,0,0,0,0,0,9.36,2.62,0
20150128:1730,0,0,0,0,0,8.67,2.69,0
20150128:1830,0,0,0,0,0,8.2,2.69,0
20150128:1930,0,0,0,0,0,8.25,2.69,0
20150128:2030,0,0,0,0,0,7.9,2.55,0
20150128:2130,0,0,0,0,0,7.38,2.55,0
20150128:2230,0,0,0,0,0,7.14,2.41,0
20150128:2330,0,0,0,0,0,6.64,2.48,0
20150129:0030,0,0,0,0,0,6.36,2.55,0
20150129:0130,0,0,0,0,-3.9,6.18,2.55,0
20150129:0230,780.05,149.53,54.14,1.26,8.1,5.9,2.62,0
20150129:0330,1973.9,366.04,98.31,3.66,19.26,7.59,2.34,0
20150129:0430,2930.85,574.57,122.89,5.96,29.06,10.66,2.69,0
20150129:0530,3644.05,764.68,122.9,7.83,36.73,13.09,3.17,0
20150129:0630,3171.7,524.02,243.1,7.25,41.22,14.77,3.79,0
20150129:0730,3460.95,656.35,188.08,7.76,41.65,15.79,3.93,0
20150129:0830,3471.7,678.84,167.5,7.6,37.9,16.32,4.34,0
20150129:0930,2926.25,559.65,146.38,6.15,30.78,16.5,4.48,0
20150129:1030,2081.2,398.85,103.6,4.06,21.33,16.37,4.28,0
20150129:1130,982.2,191.21,64.69,1.72,10.39,15.77,3.72,0
20150129:1230,0,0,0,0,-1.47,14.22,2.97,0
20150129:1330,0,0,0,0,0,11.98,2.9,0
20150129:1430,0,0,0,0,0,10.62,2.97,0
20150129:1530,0,0,0,0,0,9.75,3.1,0
20150129:1630,0,0,0,0,0,9.18,3.24,0
20150129:1730,0,0,0,0,0,8.68,3.31,0
20150129:1830,0,0,0,0,0,8.2,3.24,0
20150129:1930,0,0,0,0,0,8.13,2.97,0
20150129:2030,0,0,0,0,0,7.67,2.9,0
20150129:2130,0,0,0,0,0,7.27,2.9,0
20150129:2230,0,0,0,0,0,6.97,2.97,0
20150129:2330,0,0,0,0,0,6.76,3.03,0
20150130:0030,0,0,0,0,0,6.57,2.97,0
20150130:0130,0,0,0,0,-3.8,6.29,2.83,0
20150130:0230,837.75,159.73,57.61,1.35,8.22,6.03,2.83,0
20150130:0330,2081.55,391.63,97.88,3.86,19.41,7.71,2.55,0
20150130:0430,3043.6,606.33,117.13,6.18,29.24,10.91,3.17,0
20150130:0530,3673,763.6,127.85,7.9,36.95,13.6,3.79,0
20150130:0630,4008.15,850.03,132.88,8.85,41.48,15.48,4.62,0
20150130:0730,4031.45,854.9,133.27,8.91,41.92,16.78,5.45,0
20150130:0830,3736.8,782.67,128.02,8.11,38.17,17.39,5.66,0
20150130:0930,3134.8,639.18,117.09,6.52,31.02,17.59,5.72,0
20150130:1030,2200.35,429.85,100.67,4.28,21.55,17.43,5.72,0
20150130:1130,996.1,193.35,66.12,1.77,10.59,16.79,5.03,0
20150130:1230,0,0,0,0,-1.29,15.31,4.48,0
20150130:1330,0,0,0,0,0,13.44,4.07,0
20150130:1430,0,0,0,0,0,12.19,4.07,0
20150130:1530,0,0,0,0,0,11.38,4.07,0
20150130:1630,0,0,0,0,0,10.71,4,0
20150130:1730,0,0,0,0,0,10.17,3.93,0
20150130:1830,0,0,0,0,0,9.68,3.86,0
20150130:1930,0,0,0,0,0,9.39,3.72,0
20150130:2030,0,0,0,0,0,9.03,3.79,0
20150130:2130,0,0,0,0,0,8.72,3.86,0
20150130:2230,0,0,0,0,0,8.42,3.86,0
20150130:2330,0,0,0,0,0,8.11,3.79,0
20150131:0030,0,0,0,0,0,7.81,3.79,0
20150131:0130,0,0,0,0,-3.7,7.58,3.79,0
20150131:0230,674.2,111.72,66.11,1.25,8.35,7.44,3.72,0
20150131:0330,1576.35,223.38,148.71,3.28,19.56,8.91,3.52,0
20150131:0430,2433.65,365.16,208.3,5.3,29.43,11.43,3.79,0
20150131:0530,3236.6,558.8,220.38,7.19,37.18,13.94,4,0
20150131:0630,3918.2,823.82,138.7,8.71,41.75,16.01,4.48,0
20150131:0730,3911.15,819.99,143.7,8.74,42.2,17.49,4.97,0
20150131:0830,3640.95,763.11,129.75,7.99,38.44,18.18,5.1,0
20150131:0930,3024.95,612.09,122.82,6.39,31.27,18.48,5.03,0
20150131:1030,2125.55,415.56,100.96,4.21,21.77,18.35,4.83,0
20150131:1130,932.75,177.8,67.57,1.72,10.79,17.74,3.93,0
20150131:1230,0,0,0,0,-1.11,16.2,3.17,0
20150131:1330,0,0,0,0,0,14.19,2.9,0
20150131:1430,0,0,0,0,0,12.7,2.76,0
20150131:1530,0,0,0,0,0,11.63,2.62,0
20150131:1630,0,0,0,0,0,10.81,2.34,0
20150131:1730,0,0,0,0,0,10.02,2.07,0
20150131:1830,0,0,0,0,0,9.07,1.72,0
20150131:1930,0,0,0,0,0,8.94,1.03,0
20150131:2030,0,0,0,0,0,8.77,0.97,0
20150131:2130,0,0,0,0,0,7.43,1.38,0
20150131:2230,0,0,0,0,0,6.41,1.86,0
20150131:2330,0,0,0,0,0,6.14,2,0
20150201:0030,0,0,0,0,0,5.93,2,0
20150201:0130,0,0,0,0,-3.59,5.83,2.07,0
20150201:0230,614.8,104.78,58.63,1.16,8.48,5.81,2.07,0
20150201:0330,1660.75,269.63,124.53,3.34,19.72,8.34,1.66,0
20150201:0430,2811.6,550.84,127.25,5.89,29.63,12.18,1.93,0
20150201:0530,3444.25,719.5,134.68,7.66,37.42,14.92,2.14,0
20150201:0630,3735.3,807.01,135.03,8.56,42.02,16.97,2.41,0
20150201:0730,3726.5,783.41,163.27,8.66,42.49,18.34,2.48,0
20150201:0830,2849.25,500.87,210.75,6.69,38.72,19.09,2.07,0
20150201:0930,1582.05,211.67,179.73,3.93,31.52,19.2,1.59,0
20150201:1030,918.45,74.5,160.33,2.59,21.99,18.97,1.45,0
20150201:1130,279.1,18.78,65.54,0.96,10.99,18.58,1.03,0
20150201:1230,0,0,0,0,-0.93,17.89,0.9,0
20150201:1330,0,0,0,0,0,16.34,1.31,0
20150201:1430,0,0,0,0,0,14.74,1.24,0
20150201:1530,0,0,0,0,0,13.61,1.59,0
20150201:1630,0,0,0,0,0,12.94,1.66,0
20150201:1730,0,0,0,0,0,12.71,1.93,0
20150201:1830,0,0,0,0,0,12.43,2.28,0
20150201:1930,0,0,0,0,0,12.14,2.34,0
20150201:2030,0,0,0,0,0,11.86,2.62,0
20150201:2130,0,0,0,0,0,11.71,2.76,0
20150201:2230,0,0,0,0,0,11.28,2.83,0
20150201:2330,0,0,0,0,0,11.06,2.76,0
20150202:0030,0,0,0,0,0,10.66,2.76,0
20150202:0130,0,0,0,0,-3.48,10.47,2.76,0
20150202:0230,704.5,129.66,58.91,1.29,8.62,10.36,2.69,0
20150202:0330,1635.9,266.23,126.71,3.36,19.89,11.88,2.41,0
20150202:0430,2644.85,495.43,140.86,5.62,29.83,14.58,3.03,0
20150202:0530,2699.9,432.56,222.43,6.26,37.66,16.79,3.52,0
20150202:0630,3457.6,639.43,216.51,8.01,42.29,18.05,3.79,0
20150202:0730,3167.4,583.21,200.33,7.38,42.78,20.03,4.07,0
20150202:0830,3106.85,595.58,172.31,7.08,39,20.68,4.34,0
20150202:0930,2455.85,433.87,167.28,5.49,31.78,20.88,4.62,0
20150202:1030,1917.35,363.51,108.5,3.96,22.22,20.93,4.62,0
20150202:1130,685.1,125.01,61.66,1.43,11.19,20.4,4.28,0
20150202:1230,0,0,0,0,-0.75,19.23,3.59,0
20150202:1330,0,0,0,0,0,17.57,3.66,0
20150202:1430,0,0,0,0,0,17,4.21,0
20150202:1530,0,0,0,0,0,16.98,4.76,0
20150202:1630,0,0,0,0,0,16.57,4.28,0
20150202:1730,0,0,0,0,0,16.12,4.07,0
20150202:1830,0,0,0,0,0,15.78,4.62,0
20150202:1930,0,0,0,0,0,15.75,3.93,0
20150202:2030,0,0,0,0,0,15.13,4.14,0
20150202:2130,0,0,0,0,0,14.86,4.62,0
20150202:2230,0,0,0,0,0,14.61,4.83,0
20150202:2330,0,0,0,0,0,14.23,4.62,0
20150203:0030,0,0,0,0,0,14,4.76,0
20150203:0130,0,0,0,0,-3.36,13.81,4.83,0
20150203:0230,101.75,10.13,28.32,0.43,8.76,13.78,4.55,0
20150203:0330,290.15,17.5,66.44,1.01,20.06,13.79,4.55,0
20150203:0430,488.8,46.71,82.45,1.47,30.04,14.15,4.55,0
20150203:0530,1994.3,298.28,174.63,4.67,37.9,14.9,4.41,0
20150203:0630,3051.5,528.99,198.66,6.93,42.57,16.67,6.62,0
20150203:0730,2262.1,393.32,148.17,5.24,43.07,19.25,6.34,0
20150203:0830,2283.1,422.79,126.31,5.17,39.28,19.63,5.52,0
20150203:0930,1227.85,158.09,144.55,3.12,32.03,19.81,5.03,0
20150203:1030,383.45,22.17,85.46,1.3,22.44,17.82,2.55,0
20150203:1130,318.9,51.8,42.57,0.84,11.39,15.29,0.69,0
20150203:1230,0,0,0,0,-0.57,14.98,2,0
20150203:1330,0,0,0,0,0,13.84,2.48,0
20150203:1430,0,0,0,0,0,13.37,2.41,0
20150203:1530,0,0,0,0,0,13.31,2.28,0
20150203:1630,0,0,0,0,0,13.17,2,0
20150203:1730,0,0,0,0,0,12.82,1.86,0
20150203:1830,0,0,0,0,0,12.28,1.59,0
20150203:1930,0,0,0,0,0,12.55,0.69,0
20150203:2030,0,0,0,0,0,10.44,1.86,0
20150203:2130,0,0,0,0,0,9.78,2.07,0
20150203:2230,0,0,0,0,0,9.81,2.28,0
20150203:2330,0,0,0,0,0,9.88,2.34,0
20150204:0030,0,0,0,0,0,9.84,2.48,0
20150204:0130,0,0,0,0,-3.23,9.74,2.55,0
20150204:0230,752.2,140.76,59.16,1.37,8.9,9.93,2.62,0
20150204:0330,1946.4,352.89,111.54,3.84,20.23,11.23,2.76,0
20150204:0430,2835.75,547.73,134.75,6.03,30.25,13.69,2.9,0
20150204:0530,3585,769.29,118.18,8.01,38.15,16.03,2.97,0
20150204:0630,3875.25,854.33,124.62,8.96,42.86,18.14,3.03,0
20150204:0730,3857.15,858.44,125.09,9.02,43.37,19.36,2.83,0
20150204:0830,3487.45,742.85,140.47,8.05,39.56,20.2,2.76,0
20150204:0930,2930.15,614.04,116.87,6.47,32.29,20.56,2.9,0
20150204:1030,2092.15,410.6,107.49,4.35,22.67,20.48,3.17,0
20150204:1130,994.95,194.82,68.32,1.91,11.59,19.99,3.31,0
20150204:1230,0,0,0,0,-0.39,18.5,3.1,0
20150204:1330,0,0,0,0,0,16.22,3.31,0
20150204:1430,0,0,0,0,0,14.96,3.52,0
20150204:1530,0,0,0,0,0,14.13,3.72,0
20150204:1630,0,0,0,0,0,13.45,3.79,0
20150204:1730,0,0,0,0,0,12.81,3.72,0
20150204:1830,0,0,0,0,0,12.27,3.66,0
20150204:1930,0,0,0,0,0,11.8,3.38,0
20150204:2030,0,0,0,0,0,11.44,3.38,0
20150204:2130,0,0,0,0,0,11.09,3.38,0
20150204:2230,0,0,0,0,0,10.72,3.45,0
20150204:2330,0,0,0,0,0,10.34,3.38,0
20150205:0030,0,0,0,0,0,9.9,3.31,0
20150205:0130,0,0,0,0,-3.1,9.43,3.1,0
20150205:0230,850.4,161.86,60.94,1.51,9.05,8.92,2.83,0
20150205:0330,2083.7,395.84,100,4.07,20.41,10.1,2.41,0
20150205:0430,3013.7,603.24,123.54,6.39,30.46,12.62,2.55,0
20150205:0530,3626.9,767.84,131.41,8.16,38.41,14.88,2.55,0
20150205:0630,3929.6,857.97,135.42,9.14,43.15,16.86,2.69,0
20150205:0730,3885.1,851.25,135.32,9.09,43.67,18.38,2.83,0
20150205:0830,3614.45,776.56,134.56,8.32,39.85,19.27,3.03,0
20150205:0930,3069.9,639.1,124.52,6.79,32.54,19.67,3.1,0
20150205:1030,2168.75,423.96,110.99,4.51,22.9,19.64,3.24,0
20150205:1130,1008.95,191.34,74.12,1.97,11.79,19.09,2.9,0
20150205:1230,0,0,0,0,-0.21,17.56,2.55,0
20150205:1330,0,0,0,0,0,15.23,2.83,0
20150205:1430,0,0,0,0,0,13.71,2.76,0
20150205:1530,0,0,0,0,0,12.58,2.69,0
20150205:1630,0,0,0,0,0,11.61,2.55,0
20150205:1730,0,0,0,0,0,10.81,2.41,0
20150205:1830,0,0,0,0,0,10.07,2.34,0
20150205:1930,0,0,0,0,0,9.4,2.21,0
20150205:2030,0,0,0,0,0,8.83,2.21,0
20150205:2130,0,0,0,0,0,8.35,2.21,0
20150205:2230,0,0,0,0,0,7.92,2.21,0
20150205:2330,0,0,0,0,0,7.47,2.14,0
